Sinobacteraceae	137
Neisseriaceae	143
Burkholderiaceae	166
Oxalobacteraceae	173
Propionibacteriaceae	178
Pasteurellaceae	201
Phyllobacteriaceae	249
Burkholderiales	276
Streptococcaceae	296
Bradyrhizobiaceae	321
Cytophagaceae	321
Staphylococcaceae	383
Flavobacteriaceae	440
Lachnospiraceae	476
Pseudomonadaceae	488
Comamonadaceae	922
Enterobacteriaceae	1662
Chloroplast	1874
Moraxellaceae	6225

Sample is 7921_CS
Family	Number_16s
Sample is 7921_CS
Family	Number_16s
Veillonellaceae	14
Neisseriaceae	14
Campylobacteraceae	16
Bdellovibrionaceae	17
Peptostreptococcaceae	18
Prevotellaceae	27
Geodermatophilaceae	28
Chitinophagaceae	28
Bogoriellaceae	28
Staphylococcaceae	28
Intrasporangiaceae	32
Rhodocyclaceae	33
Nitrospiraceae	33
Clostridiaceae	36
Hyphomicrobiaceae	41
Bacillaceae	42
Cystobacteraceae	42
Carnobacteriaceae	53
Streptococcaceae	59
Rhodobacteraceae	60
Caulobacteraceae	60
Corynebacteriaceae	64
Sphingomonadaceae	65
Bradyrhizobiaceae	66
Cytophagaceae	92
Methylobacteriaceae	102
Burkholderiaceae	113
Microbacteriaceae	117
Alcaligenaceae	139
Burkholderiales	143
Flavobacteriaceae	152
Oxalobacteraceae	190
Xanthomonadaceae	191
Propionibacteriaceae	226
Lactobacillaceae	521
Enterobacteriaceae	1040
Chloroplast	1135
Pseudomonadaceae	1424
Comamonadaceae	1840
Moraxellaceae	9476

Sample is 7921_EMS
Family	Number_16s
Sample is 7921_EMS
Family	Number_16s
Erythrobacteraceae	14
Enterococcaceae	15
Staphylococcaceae	16
Thiotrichaceae	31
Spirochaetaceae	41
Porphyromonadaceae	41
Polyangiaceae	41
Nocardioidaceae	45
Alcaligenaceae	54
Aurantimonadaceae	58
Micrococcaceae	62
Bacillaceae	63
Gemmatimonadaceae	67
Methylobacteriaceae	69
Methylophilaceae	70
Sinobacteraceae	74
Bradyrhizobiaceae	77
Chitinophagaceae	78
Rhodospirillaceae	96
Burkholderiaceae	98
Veillonellaceae	105
Rhodobacteraceae	113
Lachnospiraceae	115
Caulobacteraceae	117
Geodermatophilaceae	126
Legionellaceae	130
Sphingobacteriaceae	141
Xanthomonadaceae	143
Cystobacteraceae	159
Bdellovibrionaceae	176
Phyllobacteriaceae	186
Burkholderiales	198
Acetobacteraceae	224
Chloroplast	249
Propionibacteriaceae	298
Pasteurellaceae	324
Lactobacillaceae	326
Corynebacteriaceae	359
Microbacteriaceae	408
Comamonadaceae	510
Oxalobacteraceae	516
Pseudomonadaceae	650
Streptococcaceae	701
Flavobacteriaceae	711
Sphingomonadaceae	982
Enterobacteriaceae	1257
Moraxellaceae	3511

Sample is 8043_CS
Family	Number_16s
Sample is 8043_CS
Family	Number_16s
Incertae	11
Dermabacteraceae	16
Prevotellaceae	20
Ruminococcaceae	20
Alcaligenaceae	23
Phyllobacteriaceae	26
Veillonellaceae	27
Porphyromonadaceae	28
Alphaproteobacteria	31
Lachnospiraceae	34
Rhodocyclaceae	35
Planococcaceae	35
Rhizobiaceae	37
Holophagaceae	44
Xanthomonadaceae	44
Cytophagaceae	44
Chitinophagaceae	45
Sinobacteraceae	46
Bdellovibrionaceae	49
Leptotrichiaceae	49
Oxalobacteraceae	50
Bacillaceae	52
Streptococcaceae	53
Methylobacteriaceae	69
Microbacteriaceae	79
Saprospiraceae	81
Geodermatophilaceae	81
Bradyrhizobiaceae	101
Sphingobacteriaceae	109
Hydrogenophilaceae	110
Corynebacteriaceae	111
Caulobacteraceae	153
Rhodobacteraceae	164
Propionibacteriaceae	174
Burkholderiales	178
Lactobacillaceae	186
Sphingomonadaceae	186
Pseudomonadaceae	389
Flavobacteriaceae	876
Comamonadaceae	903
Enterobacteriaceae	1132
Chloroplast	1345
Moraxellaceae	4572

Sample is 7921_EUS
Family	Number_16s
Sample is 7921_EUS
Family	Number_16s
Actinomycetaceae	11
Methylobacteriaceae	14
Geodermatophilaceae	15
Hydrogenophilaceae	16
Burkholderiales	24
Brevibacteriaceae	25
Sphingobacteriaceae	29
Dietziaceae	33
Cytophagaceae	33
Methylophilaceae	38
Caulobacteraceae	39
Microbacteriaceae	40
Bacillaceae	40
Staphylococcaceae	40
Enterococcaceae	50
Neisseriaceae	50
Polyangiaceae	52
Burkholderiaceae	62
Bradyrhizobiaceae	66
Hyphomicrobiaceae	72
Acetobacteraceae	75
Bacteroidaceae	81
Leptotrichiaceae	84
Saprospiraceae	85
Campylobacteraceae	101
Methylocystaceae	116
Rhodospirillaceae	120
Rhodobacteraceae	123
Oxalobacteraceae	133
Porphyromonadaceae	135
Veillonellaceae	142
Xanthomonadaceae	176
Sphingomonadaceae	176
Propionibacteriaceae	217
Streptococcaceae	350
Pseudomonadaceae	874
Prevotellaceae	885
Comamonadaceae	1050
Flavobacteriaceae	1236
Enterobacteriaceae	1761
Chloroplast	1808
